Anno;Continente (Italia esclusa);NIL (Nuclei di Identità Locale);Residenti stranieri
2004;Europa (Italia esclusa);Pta Romana (27);392
2004;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);383
2004;Europa (Italia esclusa);Ortomercato (29);101
2004;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);239
2004;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);129
2004;Europa (Italia esclusa);Triulzo Superiore (32);65
2004;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);105
2004;Europa (Italia esclusa);Chiaravalle (34);6
2004;Europa (Italia esclusa);Lodi - Corvetto (35);649
2004;Europa (Italia esclusa);Scalo Romana (36);186
2004;Europa (Italia esclusa);Morivione (37);95
2004;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);224
2004;Europa (Italia esclusa);Quintosole (39);23
2004;Europa (Italia esclusa);Ronchetto delle Rane (40);3
2004;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);179
2004;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);428
2004;Europa (Italia esclusa);Tibaldi (43);209
2004;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);328
2004;Europa (Italia esclusa);Moncucco - San Cristoforo (45);282
2004;Europa (Italia esclusa);Barona (46);123
2004;Europa (Italia esclusa);Cantalupa (47);12
2004;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);248
2004;Europa (Italia esclusa);Giambellino (49);548
2004;Europa (Italia esclusa);Porta Genova (50);303
2004;Europa (Italia esclusa);Porta Magenta (51);617
2004;Europa (Italia esclusa);Bande Nere (52);731
2004;Europa (Italia esclusa);Lorenteggio (53);196
2004;Europa (Italia esclusa);Muggiano (54);19
2004;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);340
2004;Europa (Italia esclusa);Forze Armate (56);266
2004;Europa (Italia esclusa);San Siro (57);595
2004;Europa (Italia esclusa);De Angeli - Monte Rosa (58);620
2004;Europa (Italia esclusa);Tre Torri (59);42
2004;Europa (Italia esclusa);Stadio - Ippodromi (60);695
2004;Europa (Italia esclusa);Quarto Cagnino (61);57
2004;Europa (Italia esclusa);Quinto Romano (62);72
2004;Europa (Italia esclusa);Figino (63);33
2004;Europa (Italia esclusa);Trenno (64);24
2004;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);308
2004;Europa (Italia esclusa);QT 8 (66);63
2004;Europa (Italia esclusa);Portello (67);150
2004;Europa (Italia esclusa);Pagano (68);486
2004;Europa (Italia esclusa);Sarpi (69);717
2004;Europa (Italia esclusa);Ghisolfa (70);321
2004;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);741
2004;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);194
2004;Europa (Italia esclusa);Cascina Merlata (73);1
2004;Europa (Italia esclusa);Roserio (74);6
2004;Europa (Italia esclusa);Stephenson (75);1
2004;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);413
2004;Europa (Italia esclusa);Bovisa (77);322
2004;Europa (Italia esclusa);Farini (78);80
2004;Europa (Italia esclusa);Dergano (79);413
2004;Europa (Italia esclusa);Affori (80);418
2004;Europa (Italia esclusa);Bovisasca (81);77
2004;Europa (Italia esclusa);Comasina (82);239
2004;Europa (Italia esclusa);Bruzzano (83);189
2004;Europa (Italia esclusa);Parco Nord (84);1
2004;Europa (Italia esclusa);Parco delle Abbazie (85);71
2004;Europa (Italia esclusa);Parco dei Navigli (86);20
2004;Europa (Italia esclusa);Assiano (87);10
2004;Europa (Italia esclusa);Parco Bosco in citta' (88);119
2004;Asia;Duomo (1);756
2004;Asia;Brera (2);615
2004;Asia;Giardini P.ta Venezia (3);6
2004;Asia;Guastalla (4);681
2004;Asia;Porta Vigentina - Porta Lodovica (5);450
2004;Asia;Porta Ticinese - Conca del Naviglio (6);862
2004;Asia;Magenta - S.Vittore (7);648
2004;Asia;Porta Garibaldi - Porta Nuova (9);246
2004;Asia;Stazione Centrale - Ponte Seveso (10);1374
2004;Asia;Isola (11);1397
2004;Asia;Maciachini - Maggiolina (12);1267
2004;Asia;Greco - Segnano (13);740
2004;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);504
2004;Asia;Bicocca (15);110
2004;Asia;Gorla - Precotto (16);996
2004;Asia;Adriano (17);561
2004;Asia;Cimiano - Rottole - Q.re Feltre (18);535
2004;Asia;Padova - Turro - Crescenzago (19);2110
2004;Asia;Loreto - Casoretto - NoLo (20);3617
2004;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);2479
2004;Asia;Citta' studi (22);1195
2004;Asia;Lambrate - Ortica (23);490
2004;Asia;Parco Forlanini - Cavriano (24);17
2004;Asia;Corsica (25);557
2004;Asia;XXII Marzo (26);867
2004;Asia;Pta Romana (27);652
2004;Asia;Umbria - Molise - Calvairate (28);952
2004;Asia;Ortomercato (29);240
2004;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);293
2004;Asia;Monlue' - Ponte Lambro (31);153
2004;Asia;Triulzo Superiore (32);114
2004;Asia;Rogoredo - Santa Giulia (33);128
2004;Asia;Chiaravalle (34);19
2004;Asia;Lodi - Corvetto (35);1239
2004;Asia;Scalo Romana (36);674
2004;Asia;Morivione (37);310
2004;Asia;Vigentino - Q.re Fatima (38);295
2004;Asia;Quintosole (39);12
2004;Asia;Ronchetto delle Rane (40);7
2004;Asia;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);186
2004;Asia;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);860
2004;Asia;Tibaldi (43);443
2004;Asia;Porta Ticinese - Conchetta (44);606
2004;Asia;Moncucco - San Cristoforo (45);369
2004;Asia;Barona (46);126
2004;Asia;Cantalupa (47);24
2004;Asia;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);257
2004;Asia;Giambellino (49);1173
2004;Asia;Porta Genova (50);368
2004;Asia;Porta Magenta (51);672
2004;Asia;Bande Nere (52);1641
2004;Asia;Lorenteggio (53);300
2004;Asia;Muggiano (54);8
2004;Asia;Baggio - Q.re degli Olmi - Q.re Valsesia (55);668
2004;Asia;Forze Armate (56);710
2004;Asia;San Siro (57);1277
2004;Asia;De Angeli - Monte Rosa (58);628
2004;Asia;Tre Torri (59);32
2004;Asia;Stadio - Ippodromi (60);361
2004;Asia;Quarto Cagnino (61);196
2004;Asia;Quinto Romano (62);54
2004;Asia;Figino (63);17
2004;Asia;Trenno (64);8
2004;Asia;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);274
2004;Asia;QT 8 (66);107
2004;Asia;Portello (67);198
2004;Asia;Pagano (68);539
2004;Asia;Sarpi (69);2234
2004;Asia;Ghisolfa (70);887
2004;Asia;Villapizzone - Cagnola - Boldinasco (71);2274
2004;Asia;Maggiore - Musocco - Certosa (72);86
2004;Asia;Cascina Merlata (73);5
2004;Asia;Roserio (74);2
2004;Asia;Stephenson (75);4
2004;Asia;Quarto Oggiaro - Vialba - Musocco (76);929
2004;Asia;Bovisa (77);855
2004;Asia;Farini (78);298
2004;Asia;Dergano (79);1549
2004;Asia;Affori (80);1234
2004;Asia;Bovisasca (81);112
2004;Asia;Comasina (82);371
2004;Asia;Bruzzano (83);239
2004;Asia;Parco Nord (84);29
2004;Asia;Parco delle Abbazie (85);2
2004;Asia;Parco Bosco in citta' (88);10
2004;Africa;Duomo (1);174
2004;Africa;Brera (2);157
2004;Africa;Guastalla (4);148
2004;Africa;Porta Vigentina - Porta Lodovica (5);255
2004;Africa;Porta Ticinese - Conca del Naviglio (6);504
2004;Africa;Magenta - S.Vittore (7);140
2004;Africa;Porta Garibaldi - Porta Nuova (9);95
2004;Africa;Stazione Centrale - Ponte Seveso (10);225
2004;Africa;Isola (11);733
2004;Africa;Maciachini - Maggiolina (12);389
2004;Africa;Greco - Segnano (13);318
2004;Africa;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);730
2004;Africa;Bicocca (15);217
2004;Africa;Gorla - Precotto (16);513
2004;Africa;Adriano (17);191
2004;Africa;Cimiano - Rottole - Q.re Feltre (18);315
2004;Africa;Padova - Turro - Crescenzago (19);1141
2004;Africa;Loreto - Casoretto - NoLo (20);2150
2004;Africa;Buenos Aires - Porta Venezia - Porta Monforte (21);886
2004;Africa;Citta' studi (22);673
2004;Africa;Lambrate - Ortica (23);373
2004;Africa;Parco Forlanini - Cavriano (24);62
2004;Africa;Corsica (25);216
2004;Africa;XXII Marzo (26);386
2004;Africa;Pta Romana (27);256
2004;Africa;Umbria - Molise - Calvairate (28);1121
2004;Africa;Ortomercato (29);222
2004;Africa;Taliedo - Morsenchio - Q.re Forlanini (30);362
2004;Africa;Monlue' - Ponte Lambro (31);394
2004;Africa;Triulzo Superiore (32);185
2004;Africa;Rogoredo - Santa Giulia (33);170
2004;Africa;Chiaravalle (34);36
2004;Africa;Lodi - Corvetto (35);1314
2004;Africa;Scalo Romana (36);637
2004;Africa;Morivione (37);135
2004;Africa;Vigentino - Q.re Fatima (38);130
2004;Africa;Quintosole (39);3
2004;Africa;Ronchetto delle Rane (40);7
2004;Africa;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);464
2004;Africa;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);763
2004;Africa;Tibaldi (43);488
2004;Africa;Porta Ticinese - Conchetta (44);377
2004;Africa;Moncucco - San Cristoforo (45);351
2004;Africa;Barona (46);447
2004;Africa;Cantalupa (47);11
2004;Africa;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);277
2004;Africa;Giambellino (49);1444
2004;Africa;Porta Genova (50);199
2004;Africa;Porta Magenta (51);192
2004;Africa;Bande Nere (52);525
2004;Africa;Lorenteggio (53);232
2004;Africa;Muggiano (54);25
2004;Africa;Baggio - Q.re degli Olmi - Q.re Valsesia (55);550
2004;Africa;Forze Armate (56);583
2004;Africa;San Siro (57);2518
2004;Africa;De Angeli - Monte Rosa (58);164
2004;Africa;Tre Torri (59);6
2004;Africa;Stadio - Ippodromi (60);128
2004;Africa;Quarto Cagnino (61);151
2004;Africa;Quinto Romano (62);51
2004;Africa;Figino (63);30
2004;Africa;Trenno (64);36
2004;Africa;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);245
2004;Africa;QT 8 (66);42
2004;Africa;Portello (67);66
2004;Africa;Pagano (68);102
2004;Africa;Sarpi (69);318
2004;Africa;Ghisolfa (70);285
2004;Africa;Villapizzone - Cagnola - Boldinasco (71);1277
2004;Africa;Maggiore - Musocco - Certosa (72);93
2004;Africa;Roserio (74);1
2004;Africa;Quarto Oggiaro - Vialba - Musocco (76);1232
2004;Africa;Bovisa (77);646
2004;Africa;Farini (78);310
2004;Africa;Dergano (79);1068
2004;Africa;Affori (80);638
2004;Africa;Bovisasca (81);88
2004;Africa;Comasina (82);241
2004;Africa;Bruzzano (83);345
2004;Africa;Parco Nord (84);5
2004;Africa;Parco delle Abbazie (85);17
2004;Africa;Parco dei Navigli (86);9
2004;Africa;Parco Bosco in citta' (88);15
2004;America;Duomo (1);428
2004;America;Brera (2);366
2004;America;Giardini P.ta Venezia (3);1
2004;America;Guastalla (4);392
2004;America;Porta Vigentina - Porta Lodovica (5);311
2004;America;Porta Ticinese - Conca del Naviglio (6);488
2004;America;Magenta - S.Vittore (7);351
2004;America;Porta Garibaldi - Porta Nuova (9);174
2004;America;Stazione Centrale - Ponte Seveso (10);572
2004;America;Isola (11);636
2004;America;Maciachini - Maggiolina (12);686
2004;America;Greco - Segnano (13);482
2004;America;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);450
2004;America;Bicocca (15);166
2004;America;Gorla - Precotto (16);756
2004;America;Adriano (17);222
2004;America;Cimiano - Rottole - Q.re Feltre (18);452
2004;America;Padova - Turro - Crescenzago (19);1328
2004;America;Loreto - Casoretto - NoLo (20);1843
2004;America;Buenos Aires - Porta Venezia - Porta Monforte (21);1415
2004;America;Citta' studi (22);1156
2004;America;Lambrate - Ortica (23);275
2004;America;Parco Forlanini - Cavriano (24);28
2004;America;Corsica (25);484
2004;America;XXII Marzo (26);635
2004;America;Pta Romana (27);337
2004;America;Umbria - Molise - Calvairate (28);583
2004;America;Ortomercato (29);106
2004;America;Taliedo - Morsenchio - Q.re Forlanini (30);385
2004;America;Monlue' - Ponte Lambro (31);226
2004;America;Triulzo Superiore (32);77
2004;America;Rogoredo - Santa Giulia (33);161
2004;America;Chiaravalle (34);10
2004;America;Lodi - Corvetto (35);954
2004;America;Scalo Romana (36);454
2004;America;Morivione (37);140
2004;America;Vigentino - Q.re Fatima (38);247
2004;America;Quintosole (39);3
2004;America;Ronchetto delle Rane (40);1
2004;America;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);139
2004;America;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);681
2004;America;Tibaldi (43);313
2004;America;Porta Ticinese - Conchetta (44);403
2004;America;Moncucco - San Cristoforo (45);379
2004;America;Barona (46);136
2004;America;Cantalupa (47);1
2004;America;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);317
2004;America;Giambellino (49);873
2004;America;Porta Genova (50);283
2004;America;Porta Magenta (51);483
2004;America;Bande Nere (52);806
2004;America;Lorenteggio (53);211
2004;America;Muggiano (54);38
2004;America;Baggio - Q.re degli Olmi - Q.re Valsesia (55);667
2004;America;Forze Armate (56);449
2004;America;San Siro (57);828
2004;America;De Angeli - Monte Rosa (58);434
2004;America;Tre Torri (59);21
2004;America;Stadio - Ippodromi (60);226
2004;America;Quarto Cagnino (61);92
2004;America;Quinto Romano (62);65
2004;America;Figino (63);19
2004;America;Trenno (64);26
2004;America;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);367
2004;America;QT 8 (66);46
2004;America;Portello (67);153
2004;America;Pagano (68);324
2004;America;Sarpi (69);592
2004;America;Ghisolfa (70);392
2004;America;Villapizzone - Cagnola - Boldinasco (71);1311
2004;America;Maggiore - Musocco - Certosa (72);105
2004;America;Roserio (74);15
2004;America;Quarto Oggiaro - Vialba - Musocco (76);510
2004;America;Bovisa (77);488
2004;America;Farini (78);145
2004;America;Dergano (79);704
2004;America;Affori (80);616
2004;America;Bovisasca (81);124
2004;America;Comasina (82);210
2004;America;Bruzzano (83);249
2004;America;Parco Nord (84);4
2004;America;Parco delle Abbazie (85);5
2004;America;Assiano (87);2
2004;America;Parco Bosco in citta' (88);12
2004;Oceania;Duomo (1);4
2004;Oceania;Brera (2);11
2004;Oceania;Guastalla (4);2
2004;Oceania;Porta Vigentina - Porta Lodovica (5);2
2004;Oceania;Porta Ticinese - Conca del Naviglio (6);2
2004;Oceania;Magenta - S.Vittore (7);4
2004;Oceania;Porta Garibaldi - Porta Nuova (9);1
2004;Oceania;Stazione Centrale - Ponte Seveso (10);5
2004;Oceania;Maciachini - Maggiolina (12);1
2004;Oceania;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);2
2004;Oceania;Gorla - Precotto (16);2
2004;Oceania;Padova - Turro - Crescenzago (19);2
2004;Oceania;Loreto - Casoretto - NoLo (20);4
2004;Oceania;Buenos Aires - Porta Venezia - Porta Monforte (21);12
2004;Oceania;Citta' studi (22);3
2004;Oceania;Lambrate - Ortica (23);1
2004;Oceania;XXII Marzo (26);7
2004;Oceania;Pta Romana (27);2
2004;Oceania;Umbria - Molise - Calvairate (28);1
2004;Oceania;Taliedo - Morsenchio - Q.re Forlanini (30);7
2004;Oceania;Lodi - Corvetto (35);1
2004;Oceania;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1
2004;Oceania;Tibaldi (43);2
2004;Oceania;Moncucco - San Cristoforo (45);2
2004;Oceania;Barona (46);1
2004;Oceania;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);1
2004;Oceania;Giambellino (49);2
2004;Oceania;Porta Genova (50);3
2004;Oceania;Porta Magenta (51);5
2004;Oceania;Bande Nere (52);2
2004;Oceania;Lorenteggio (53);2
2004;Oceania;De Angeli - Monte Rosa (58);1
2004;Oceania;Quarto Cagnino (61);1
2004;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);2
2004;Oceania;Portello (67);1
2004;Oceania;Pagano (68);6
2004;Oceania;Sarpi (69);2
2004;Oceania;Ghisolfa (70);1
2004;Oceania;Maggiore - Musocco - Certosa (72);1
2004;Oceania;Quarto Oggiaro - Vialba - Musocco (76);2
2004;Oceania;Dergano (79);1
2004;Oceania;Parco Nord (84);1
2004;Apolidi;Duomo (1);1
2004;Apolidi;Brera (2);1
2004;Apolidi;Guastalla (4);2
2004;Apolidi;Stazione Centrale - Ponte Seveso (10);2
2004;Apolidi;Gorla - Precotto (16);1
2004;Apolidi;Padova - Turro - Crescenzago (19);1
2004;Apolidi;Giambellino (49);1
2004;Apolidi;Ghisolfa (70);1
2005;Europa (Italia esclusa);Duomo (1);641
2005;Europa (Italia esclusa);Brera (2);758
2005;Europa (Italia esclusa);Guastalla (4);472
2005;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);354
2005;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);515
2005;Europa (Italia esclusa);Magenta - S.Vittore (7);678
2005;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);147
2005;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);506
2005;Europa (Italia esclusa);Isola (11);565
2005;Europa (Italia esclusa);Maciachini - Maggiolina (12);634
2005;Europa (Italia esclusa);Greco - Segnano (13);350
2005;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);519
2005;Europa (Italia esclusa);Bicocca (15);123
2005;Europa (Italia esclusa);Gorla - Precotto (16);577
2005;Europa (Italia esclusa);Adriano (17);283
2005;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);368
2005;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);941
2005;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);1204
2005;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);1703
2005;Europa (Italia esclusa);Citta' studi (22);863
2005;Europa (Italia esclusa);Lambrate - Ortica (23);194
2005;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);44
2005;Europa (Italia esclusa);Corsica (25);422
2005;Europa (Italia esclusa);XXII Marzo (26);787
2005;Europa (Italia esclusa);Pta Romana (27);432
2005;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);467
2005;Europa (Italia esclusa);Ortomercato (29);119
2005;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);274
2005;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);153
2005;Europa (Italia esclusa);Triulzo Superiore (32);74
2005;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);119
2005;Europa (Italia esclusa);Chiaravalle (34);13
2005;Europa (Italia esclusa);Lodi - Corvetto (35);755
2005;Europa (Italia esclusa);Scalo Romana (36);246
2005;Europa (Italia esclusa);Morivione (37);103
2005;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);242
2005;Europa (Italia esclusa);Quintosole (39);28
2005;Europa (Italia esclusa);Ronchetto delle Rane (40);5
2005;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);219
2005;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);491
2005;Europa (Italia esclusa);Tibaldi (43);278
2005;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);386
2005;Europa (Italia esclusa);Moncucco - San Cristoforo (45);332
2005;Europa (Italia esclusa);Barona (46);159
2005;Europa (Italia esclusa);Cantalupa (47);18
2005;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);288
2005;Europa (Italia esclusa);Giambellino (49);694
2005;Europa (Italia esclusa);Porta Genova (50);357
2005;Europa (Italia esclusa);Porta Magenta (51);722
2005;Europa (Italia esclusa);Bande Nere (52);840
2005;Europa (Italia esclusa);Lorenteggio (53);230
2005;Europa (Italia esclusa);Muggiano (54);24
2005;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);379
2005;Europa (Italia esclusa);Forze Armate (56);337
2005;Europa (Italia esclusa);San Siro (57);692
2005;Europa (Italia esclusa);De Angeli - Monte Rosa (58);690
2005;Europa (Italia esclusa);Tre Torri (59);57
2005;Europa (Italia esclusa);Stadio - Ippodromi (60);840
2005;Europa (Italia esclusa);Quarto Cagnino (61);66
2005;Europa (Italia esclusa);Quinto Romano (62);73
2005;Europa (Italia esclusa);Figino (63);39
2005;Europa (Italia esclusa);Trenno (64);29
2005;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);404
2005;Europa (Italia esclusa);QT 8 (66);74
2005;Europa (Italia esclusa);Portello (67);166
2005;Europa (Italia esclusa);Pagano (68);576
2005;Europa (Italia esclusa);Sarpi (69);828
2005;Europa (Italia esclusa);Ghisolfa (70);373
2005;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);857
2005;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);284
2005;Europa (Italia esclusa);Cascina Merlata (73);2
2005;Europa (Italia esclusa);Roserio (74);7
2005;Europa (Italia esclusa);Stephenson (75);1
2005;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);511
2005;Europa (Italia esclusa);Bovisa (77);353
2005;Europa (Italia esclusa);Farini (78);83
2005;Europa (Italia esclusa);Dergano (79);474
2005;Europa (Italia esclusa);Affori (80);486
2005;Europa (Italia esclusa);Bovisasca (81);87
2005;Europa (Italia esclusa);Comasina (82);296
