"Anno";"NIL (Nuclei di Identità Locale)";"Continente (Italia esclusa)";"Residenti stranieri"
"2000";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";541
"2000";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";230
"2000";"Cimiano - Rottole - Q.re Feltre (18)";"America";260
"2000";"Cimiano - Rottole - Q.re Feltre (18)";"Oceania";1
"2000";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";581
"2000";"Padova - Turro - Crescenzago (19)";"Asia";1446
"2000";"Padova - Turro - Crescenzago (19)";"Africa";787
"2000";"Padova - Turro - Crescenzago (19)";"America";682
"2000";"Padova - Turro - Crescenzago (19)";"Oceania";5
"2000";"Padova - Turro - Crescenzago (19)";"Apolidi";1
"2000";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1091
"2000";"Loreto - Casoretto - NoLo (20)";"Asia";2644
"2000";"Loreto - Casoretto - NoLo (20)";"Africa";1887
"2000";"Loreto - Casoretto - NoLo (20)";"America";1050
"2000";"Loreto - Casoretto - NoLo (20)";"Oceania";6
"2000";"Loreto - Casoretto - NoLo (20)";"Apolidi";1
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"n.d.";1
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2018
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";2600
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";1253
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1061
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";18
"2000";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Apolidi";8
"2000";"Citta' studi (22)";"Europa (Italia esclusa)";1058
"2000";"Citta' studi (22)";"Asia";1365
"2000";"Citta' studi (22)";"Africa";820
"2000";"Citta' studi (22)";"America";718
"2000";"Citta' studi (22)";"Oceania";2
"2000";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";130
"2000";"Lambrate - Ortica (23)";"Asia";447
"2000";"Lambrate - Ortica (23)";"Africa";301
"2000";"Lambrate - Ortica (23)";"America";121
"2000";"Lambrate - Ortica (23)";"Oceania";1
"2000";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";12
"2000";"Parco Forlanini - Cavriano (24)";"Asia";17
"2000";"Parco Forlanini - Cavriano (24)";"Africa";164
"2000";"Parco Forlanini - Cavriano (24)";"America";14
"2000";"Corsica (25)";"Europa (Italia esclusa)";466
"2000";"Corsica (25)";"Asia";584
"2000";"Corsica (25)";"Africa";258
"2000";"Corsica (25)";"America";300
"2000";"Corsica (25)";"Oceania";4
"2000";"XXII Marzo (26)";"Europa (Italia esclusa)";835
"2000";"XXII Marzo (26)";"Asia";932
"2000";"XXII Marzo (26)";"Africa";523
"2000";"XXII Marzo (26)";"America";442
"2000";"XXII Marzo (26)";"Oceania";8
"2000";"XXII Marzo (26)";"Apolidi";2
"2000";"Pta Romana (27)";"Europa (Italia esclusa)";441
"2000";"Pta Romana (27)";"Asia";697
"2000";"Pta Romana (27)";"Africa";405
"2000";"Pta Romana (27)";"America";247
"2000";"Umbria - Molise - Calvairate (28)";"Europa (Italia esclusa)";329
"2000";"Umbria - Molise - Calvairate (28)";"Asia";884
"2000";"Umbria - Molise - Calvairate (28)";"Africa";1050
"2000";"Umbria - Molise - Calvairate (28)";"America";370
"2000";"Umbria - Molise - Calvairate (28)";"Oceania";3
"2000";"Ortomercato (29)";"Europa (Italia esclusa)";55
"2000";"Ortomercato (29)";"Asia";137
"2000";"Ortomercato (29)";"Africa";162
"2000";"Ortomercato (29)";"America";34
"2000";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Europa (Italia esclusa)";154
"2000";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Asia";222
"2000";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Africa";305
"2000";"Taliedo - Morsenchio - Q.re Forlanini (30)";"America";188
"2000";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Oceania";1
"2000";"Monlue' - Ponte Lambro (31)";"Europa (Italia esclusa)";52
"2000";"Monlue' - Ponte Lambro (31)";"Asia";76
"2000";"Monlue' - Ponte Lambro (31)";"Africa";323
"2000";"Monlue' - Ponte Lambro (31)";"America";71
"2000";"Triulzo Superiore (32)";"Europa (Italia esclusa)";42
"2000";"Triulzo Superiore (32)";"Asia";64
"2000";"Triulzo Superiore (32)";"Africa";211
"2000";"Triulzo Superiore (32)";"America";29
"2000";"Triulzo Superiore (32)";"Oceania";1
"2000";"Rogoredo - Santa Giulia (33)";"Europa (Italia esclusa)";61
"2000";"Rogoredo - Santa Giulia (33)";"Asia";80
"2000";"Rogoredo - Santa Giulia (33)";"Africa";156
"2000";"Rogoredo - Santa Giulia (33)";"America";54
"2000";"Rogoredo - Santa Giulia (33)";"Oceania";2
"2000";"Chiaravalle (34)";"Europa (Italia esclusa)";4
"2000";"Chiaravalle (34)";"Asia";3
"2000";"Chiaravalle (34)";"Africa";31
"2000";"Chiaravalle (34)";"America";5
"2000";"Lodi - Corvetto (35)";"Europa (Italia esclusa)";481
"2000";"Lodi - Corvetto (35)";"Asia";1008
"2000";"Lodi - Corvetto (35)";"Africa";1259
"2000";"Lodi - Corvetto (35)";"America";501
"2000";"Lodi - Corvetto (35)";"Oceania";1
"2000";"Scalo Romana (36)";"Europa (Italia esclusa)";183
"2000";"Scalo Romana (36)";"Asia";579
"2000";"Scalo Romana (36)";"Africa";761
"2000";"Scalo Romana (36)";"America";206
"2000";"Morivione (37)";"Europa (Italia esclusa)";50
"2000";"Morivione (37)";"Asia";163
"2000";"Morivione (37)";"Africa";137
"2000";"Morivione (37)";"America";73
"2000";"Vigentino - Q.re Fatima (38)";"Europa (Italia esclusa)";165
"2000";"Vigentino - Q.re Fatima (38)";"Asia";263
"2000";"Vigentino - Q.re Fatima (38)";"Africa";131
"2000";"Vigentino - Q.re Fatima (38)";"America";107
"2000";"Quintosole (39)";"Europa (Italia esclusa)";7
"2000";"Quintosole (39)";"Asia";8
"2000";"Quintosole (39)";"Africa";11
"2000";"Quintosole (39)";"America";3
"2000";"Ronchetto delle Rane (40)";"Europa (Italia esclusa)";1
"2000";"Ronchetto delle Rane (40)";"Asia";2
"2000";"Ronchetto delle Rane (40)";"America";1
"2000";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Europa (Italia esclusa)";75
"2000";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Asia";78
"2000";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Africa";331
"2000";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"America";52
"2000";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Europa (Italia esclusa)";311
"2000";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Asia";676
"2000";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Africa";702
"2000";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"America";372
"2000";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Oceania";2
"2000";"Tibaldi (43)";"Europa (Italia esclusa)";169
"2000";"Tibaldi (43)";"Asia";456
"2000";"Tibaldi (43)";"Africa";475
"2000";"Tibaldi (43)";"America";179
"2000";"Tibaldi (43)";"Oceania";4
"2000";"Porta Ticinese - Conchetta (44)";"Europa (Italia esclusa)";420
"2000";"Porta Ticinese - Conchetta (44)";"Asia";632
"2000";"Porta Ticinese - Conchetta (44)";"Africa";392
"2000";"Porta Ticinese - Conchetta (44)";"America";268
"2000";"Porta Ticinese - Conchetta (44)";"Oceania";6
"2000";"Moncucco - San Cristoforo (45)";"Europa (Italia esclusa)";198
"2000";"Moncucco - San Cristoforo (45)";"Asia";267
"2000";"Moncucco - San Cristoforo (45)";"Africa";325
"2000";"Moncucco - San Cristoforo (45)";"America";171
"2000";"Moncucco - San Cristoforo (45)";"Oceania";1
"2000";"Barona (46)";"Europa (Italia esclusa)";67
"2000";"Barona (46)";"Asia";47
"2000";"Barona (46)";"Africa";318
"2000";"Barona (46)";"America";62
"2000";"Cantalupa (47)";"Europa (Italia esclusa)";3
"2000";"Cantalupa (47)";"Asia";19
"2000";"Cantalupa (47)";"Africa";10
"2000";"Cantalupa (47)";"America";3
"2000";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Europa (Italia esclusa)";159
"2000";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Asia";151
"2000";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Africa";195
"2000";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"America";152
"2000";"Giambellino (49)";"Europa (Italia esclusa)";404
"2000";"Giambellino (49)";"Asia";886
"2000";"Giambellino (49)";"Africa";1024
"2000";"Giambellino (49)";"America";507
"2000";"Giambellino (49)";"Oceania";6
"2000";"Giambellino (49)";"Apolidi";1
"2000";"Porta Genova (50)";"Europa (Italia esclusa)";362
"2000";"Porta Genova (50)";"Asia";441
"2000";"Porta Genova (50)";"Africa";228
"2000";"Porta Genova (50)";"America";185
"2000";"Porta Genova (50)";"Oceania";5
"2000";"Porta Magenta (51)";"Europa (Italia esclusa)";808
"2000";"Porta Magenta (51)";"Asia";738
"2000";"Porta Magenta (51)";"Africa";185
"2000";"Porta Magenta (51)";"America";393
"2000";"Porta Magenta (51)";"Oceania";8
"2000";"Porta Magenta (51)";"Apolidi";2
"2000";"Bande Nere (52)";"Europa (Italia esclusa)";731
"2000";"Bande Nere (52)";"Asia";1909
"2000";"Bande Nere (52)";"Africa";677
"2000";"Bande Nere (52)";"America";551
"2000";"Bande Nere (52)";"Oceania";5
"2000";"Lorenteggio (53)";"Europa (Italia esclusa)";115
"2000";"Lorenteggio (53)";"Asia";266
"2000";"Lorenteggio (53)";"Africa";171
"2000";"Lorenteggio (53)";"America";77
"2000";"Lorenteggio (53)";"Oceania";2
"2000";"Muggiano (54)";"Europa (Italia esclusa)";8
"2000";"Muggiano (54)";"Asia";10
"2000";"Muggiano (54)";"Africa";26
"2000";"Muggiano (54)";"America";1
"2000";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";179
"2000";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";457
"2000";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";437
"2000";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";296
"2000";"Forze Armate (56)";"Europa (Italia esclusa)";241
"2000";"Forze Armate (56)";"Asia";422
"2000";"Forze Armate (56)";"Africa";467
"2000";"Forze Armate (56)";"America";238
"2000";"Forze Armate (56)";"Apolidi";1
"2000";"San Siro (57)";"Europa (Italia esclusa)";546
"2000";"San Siro (57)";"Asia";951
"2000";"San Siro (57)";"Africa";1555
"2000";"San Siro (57)";"America";378
"2000";"San Siro (57)";"Apolidi";1
"2000";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";786
"2000";"De Angeli - Monte Rosa (58)";"Asia";662
"2000";"De Angeli - Monte Rosa (58)";"Africa";257
"2000";"De Angeli - Monte Rosa (58)";"America";337
"2000";"De Angeli - Monte Rosa (58)";"Oceania";2
"2000";"Tre Torri (59)";"Europa (Italia esclusa)";76
"2000";"Tre Torri (59)";"Asia";42
"2000";"Tre Torri (59)";"Africa";9
"2000";"Tre Torri (59)";"America";20
"2000";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";903
"2000";"Stadio - Ippodromi (60)";"Asia";335
"2000";"Stadio - Ippodromi (60)";"Africa";116
"2000";"Stadio - Ippodromi (60)";"America";169
"2000";"Quarto Cagnino (61)";"Europa (Italia esclusa)";41
"2000";"Quarto Cagnino (61)";"Asia";141
"2000";"Quarto Cagnino (61)";"Africa";105
"2000";"Quarto Cagnino (61)";"America";42
"2000";"Quinto Romano (62)";"Europa (Italia esclusa)";42
"2000";"Quinto Romano (62)";"Asia";40
"2000";"Quinto Romano (62)";"Africa";66
"2000";"Quinto Romano (62)";"America";37
"2000";"Figino (63)";"Europa (Italia esclusa)";12
"2000";"Figino (63)";"Asia";16
"2000";"Figino (63)";"Africa";24
"2000";"Figino (63)";"America";8
"2000";"Trenno (64)";"Europa (Italia esclusa)";14
"2000";"Trenno (64)";"Asia";19
"2000";"Trenno (64)";"Africa";32
"2000";"Trenno (64)";"America";15
"2000";"Trenno (64)";"Oceania";1
"2000";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";273
"2000";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";233
"2000";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";231
"2000";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";178
"2000";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";5
"2000";"QT 8 (66)";"Europa (Italia esclusa)";79
"2000";"QT 8 (66)";"Asia";67
"2000";"QT 8 (66)";"Africa";36
"2000";"QT 8 (66)";"America";32
"2000";"Portello (67)";"Europa (Italia esclusa)";206
"2000";"Portello (67)";"Asia";221
"2000";"Portello (67)";"Africa";87
"2000";"Portello (67)";"America";113
"2000";"Pagano (68)";"Europa (Italia esclusa)";652
"2000";"Pagano (68)";"Asia";622
"2000";"Pagano (68)";"Africa";153
"2000";"Pagano (68)";"America";301
"2000";"Pagano (68)";"Oceania";5
"2000";"Sarpi (69)";"Europa (Italia esclusa)";833
"2000";"Sarpi (69)";"Asia";1941
"2000";"Sarpi (69)";"Africa";578
"2000";"Sarpi (69)";"America";481
"2000";"Sarpi (69)";"Oceania";8
"2000";"Sarpi (69)";"Apolidi";3
"2000";"Ghisolfa (70)";"Europa (Italia esclusa)";345
"2000";"Ghisolfa (70)";"Asia";789
"2000";"Ghisolfa (70)";"Africa";265
"2000";"Ghisolfa (70)";"America";244
"2000";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";514
"2000";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";1231
"2000";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";1008
"2000";"Villapizzone - Cagnola - Boldinasco (71)";"America";599
"2000";"Villapizzone - Cagnola - Boldinasco (71)";"Oceania";2
"2000";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";46
"2000";"Maggiore - Musocco - Certosa (72)";"Asia";43
"2000";"Maggiore - Musocco - Certosa (72)";"Africa";81
"2000";"Maggiore - Musocco - Certosa (72)";"America";39
"2000";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2000";"Roserio (74)";"Europa (Italia esclusa)";4
"2000";"Roserio (74)";"Africa";1
"2000";"Roserio (74)";"America";9
"2000";"Stephenson (75)";"Europa (Italia esclusa)";9
"2000";"Stephenson (75)";"Asia";1
"2000";"Quarto Oggiaro - Vialba - Musocco (76)";"Europa (Italia esclusa)";239
"2000";"Quarto Oggiaro - Vialba - Musocco (76)";"Asia";382
"2000";"Quarto Oggiaro - Vialba - Musocco (76)";"Africa";908
"2000";"Quarto Oggiaro - Vialba - Musocco (76)";"America";241
"2000";"Quarto Oggiaro - Vialba - Musocco (76)";"Oceania";2
"2000";"Quarto Oggiaro - Vialba - Musocco (76)";"Apolidi";1
"2000";"Bovisa (77)";"Europa (Italia esclusa)";228
"2000";"Bovisa (77)";"Asia";615
"2000";"Bovisa (77)";"Africa";479
"2000";"Bovisa (77)";"America";151
"2000";"Farini (78)";"Europa (Italia esclusa)";69
"2000";"Farini (78)";"Asia";165
"2000";"Farini (78)";"Africa";231
"2000";"Farini (78)";"America";69
"2000";"Dergano (79)";"Europa (Italia esclusa)";241
"2000";"Dergano (79)";"Asia";862
"2000";"Dergano (79)";"Africa";649
"2000";"Dergano (79)";"America";312
"2000";"Dergano (79)";"Oceania";3
"2000";"Affori (80)";"Europa (Italia esclusa)";248
"2000";"Affori (80)";"Asia";701
"2000";"Affori (80)";"Africa";495
"2000";"Affori (80)";"America";283
"2000";"Bovisasca (81)";"Europa (Italia esclusa)";49
"2000";"Bovisasca (81)";"Asia";73
"2000";"Bovisasca (81)";"Africa";132
"2000";"Bovisasca (81)";"America";56
"2000";"Comasina (82)";"Europa (Italia esclusa)";101
"2000";"Comasina (82)";"Asia";107
"2000";"Comasina (82)";"Africa";127
"2000";"Comasina (82)";"America";77
"2000";"Bruzzano (83)";"Europa (Italia esclusa)";112
"2000";"Bruzzano (83)";"Asia";174
"2000";"Bruzzano (83)";"Africa";195
"2000";"Bruzzano (83)";"America";109
"2000";"Bruzzano (83)";"Oceania";2
"2000";"Parco Nord (84)";"Europa (Italia esclusa)";1
"2000";"Parco Nord (84)";"Asia";39
"2000";"Parco Nord (84)";"Africa";7
"2000";"Parco delle Abbazie (85)";"Europa (Italia esclusa)";24
"2000";"Parco delle Abbazie (85)";"Asia";1
"2000";"Parco delle Abbazie (85)";"Africa";17
"2000";"Parco delle Abbazie (85)";"America";2
"2000";"Parco dei Navigli (86)";"Europa (Italia esclusa)";26
"2000";"Parco dei Navigli (86)";"Africa";13
"2000";"Parco dei Navigli (86)";"America";5
"2000";"Assiano (87)";"Europa (Italia esclusa)";71
"2000";"Assiano (87)";"Africa";6
"2000";"Assiano (87)";"America";2
"2000";"Parco Bosco in citta' (88)";"Europa (Italia esclusa)";8
"2000";"Parco Bosco in citta' (88)";"Asia";5
"2000";"Parco Bosco in citta' (88)";"Africa";89
"2000";"Parco Bosco in citta' (88)";"America";1
"2001";"Duomo (1)";"Europa (Italia esclusa)";924
"2001";"Duomo (1)";"Asia";808
"2001";"Duomo (1)";"Africa";273
"2001";"Duomo (1)";"America";465
"2001";"Duomo (1)";"Oceania";5
"2001";"Duomo (1)";"Apolidi";5
"2001";"Brera (2)";"n.d.";2
"2001";"Brera (2)";"Europa (Italia esclusa)";985
"2001";"Brera (2)";"Asia";662
"2001";"Brera (2)";"Africa";283
"2001";"Brera (2)";"America";436
"2001";"Brera (2)";"Oceania";12
"2001";"Brera (2)";"Apolidi";1
"2001";"Giardini P.ta Venezia (3)";"Europa (Italia esclusa)";9
"2001";"Giardini P.ta Venezia (3)";"Asia";8
"2001";"Giardini P.ta Venezia (3)";"Africa";2
"2001";"Giardini P.ta Venezia (3)";"America";1
"2001";"Guastalla (4)";"Europa (Italia esclusa)";750
"2001";"Guastalla (4)";"Asia";773
"2001";"Guastalla (4)";"Africa";249
"2001";"Guastalla (4)";"America";350
"2001";"Guastalla (4)";"Oceania";3
"2001";"Guastalla (4)";"Apolidi";2
"2001";"Porta Vigentina - Porta Lodovica (5)";"Europa (Italia esclusa)";388
"2001";"Porta Vigentina - Porta Lodovica (5)";"Asia";459
"2001";"Porta Vigentina - Porta Lodovica (5)";"Africa";309
"2001";"Porta Vigentina - Porta Lodovica (5)";"America";238
"2001";"Porta Vigentina - Porta Lodovica (5)";"Oceania";7
"2001";"Porta Vigentina - Porta Lodovica (5)";"Apolidi";1
"2001";"Porta Ticinese - Conca del Naviglio (6)";"Europa (Italia esclusa)";599
"2001";"Porta Ticinese - Conca del Naviglio (6)";"Asia";970
"2001";"Porta Ticinese - Conca del Naviglio (6)";"Africa";653
"2001";"Porta Ticinese - Conca del Naviglio (6)";"America";415
"2001";"Porta Ticinese - Conca del Naviglio (6)";"Oceania";3
"2001";"Porta Ticinese - Conca del Naviglio (6)";"Apolidi";2
"2001";"Magenta - S.Vittore (7)";"Europa (Italia esclusa)";824
"2001";"Magenta - S.Vittore (7)";"Asia";658
"2001";"Magenta - S.Vittore (7)";"Africa";152
"2001";"Magenta - S.Vittore (7)";"America";337
"2001";"Magenta - S.Vittore (7)";"Oceania";6
"2001";"Porta Garibaldi - Porta Nuova (9)";"Europa (Italia esclusa)";200
"2001";"Porta Garibaldi - Porta Nuova (9)";"Asia";336
"2001";"Porta Garibaldi - Porta Nuova (9)";"Africa";150
"2001";"Porta Garibaldi - Porta Nuova (9)";"America";148
"2001";"Porta Garibaldi - Porta Nuova (9)";"Apolidi";1
"2001";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";762
"2001";"Stazione Centrale - Ponte Seveso (10)";"Asia";1383
"2001";"Stazione Centrale - Ponte Seveso (10)";"Africa";404
"2001";"Stazione Centrale - Ponte Seveso (10)";"America";485
"2001";"Stazione Centrale - Ponte Seveso (10)";"Oceania";6
"2001";"Stazione Centrale - Ponte Seveso (10)";"Apolidi";1
"2001";"Isola (11)";"Europa (Italia esclusa)";494
"2001";"Isola (11)";"Asia";1340
"2001";"Isola (11)";"Africa";911
"2001";"Isola (11)";"America";506
"2001";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";645
"2001";"Maciachini - Maggiolina (12)";"Asia";1079
"2001";"Maciachini - Maggiolina (12)";"Africa";364
"2001";"Maciachini - Maggiolina (12)";"America";504
"2001";"Maciachini - Maggiolina (12)";"Oceania";3
"2001";"Greco - Segnano (13)";"Europa (Italia esclusa)";245
"2001";"Greco - Segnano (13)";"Asia";666
"2001";"Greco - Segnano (13)";"Africa";302
"2001";"Greco - Segnano (13)";"America";300
"2001";"Greco - Segnano (13)";"Oceania";1
"2001";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";288
"2001";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";356
"2001";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";582
"2001";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";260
"2001";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Apolidi";1
"2001";"Bicocca (15)";"Europa (Italia esclusa)";75
"2001";"Bicocca (15)";"Asia";85
"2001";"Bicocca (15)";"Africa";150
"2001";"Bicocca (15)";"America";80
"2001";"Gorla - Precotto (16)";"Europa (Italia esclusa)";393
"2001";"Gorla - Precotto (16)";"Asia";876
"2001";"Gorla - Precotto (16)";"Africa";500
"2001";"Gorla - Precotto (16)";"America";414
"2001";"Gorla - Precotto (16)";"Oceania";2
"2001";"Adriano (17)";"Europa (Italia esclusa)";169
"2001";"Adriano (17)";"Asia";357
"2001";"Adriano (17)";"Africa";152
"2001";"Adriano (17)";"America";100
"2001";"Adriano (17)";"Oceania";1
"2001";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";328
"2001";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";612
"2001";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";260
"2001";"Cimiano - Rottole - Q.re Feltre (18)";"America";295
"2001";"Cimiano - Rottole - Q.re Feltre (18)";"Oceania";1
"2001";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";727
"2001";"Padova - Turro - Crescenzago (19)";"Asia";1739
"2001";"Padova - Turro - Crescenzago (19)";"Africa";922
"2001";"Padova - Turro - Crescenzago (19)";"America";826
"2001";"Padova - Turro - Crescenzago (19)";"Oceania";5
"2001";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1232
"2001";"Loreto - Casoretto - NoLo (20)";"Asia";3072
"2001";"Loreto - Casoretto - NoLo (20)";"Africa";2227
"2001";"Loreto - Casoretto - NoLo (20)";"America";1233
"2001";"Loreto - Casoretto - NoLo (20)";"Oceania";7
"2001";"Loreto - Casoretto - NoLo (20)";"Apolidi";1
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"n.d.";1
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2209
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";2713
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";1331
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1137
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";18
"2001";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Apolidi";8
"2001";"Citta' studi (22)";"Europa (Italia esclusa)";1132
